sl.no,smiles_format,xyz_file,energy,Formula,Mol_wt
1,[C]#CC#C[C]C1=C[C]1,c10h1_aggregates_ag_a_008_b_001_001_selected_result_000_001_ag_a_008_b_001.xyz,-304.642083,C8H,97.167
2,[C]C1=C(C#CC#C)[C]1,c8h1_aggregates_ag_a_008_b_001_001_selected_result_001_001_ag_a_008_b_001.xyz,-304.620726,C8H,97.167
3,[C]#CC#CC#CC#C,c10h1_aggregates_ag_a_008_b_001_003_selected_result_009_001_ag_a_008_b_001.xyz,-304.699388,C8H,97.167
10,[C]1[C]2[CH][C@]34[C]5[C@]36[C@]12[C@]546,c10h5_aggregates_ag_a_008_b_001_002_selected_result_009_001_ag_a_008_b_001.xyz,-304.480256,C8H,97.167
13,C#C[C][C@@]12[C]3[C@@]14[C][C@]342,c9h2_aggregates_ag_a_008_b_001_007_selected_result_005_000_ag_a_008_b_001.xyz,-304.484786,C8H,97.167
15,[CH][C]1c2[c][c][c][c]c21,c8h1_aggregates_ag_a_008_b_001_001_selected_result_015_000_ag_a_008_b_001.xyz,-304.577956,C8H,97.167
5,[C]1[C][C][C]=[C][CH][C][C]1,c9h1_aggregates_ag_a_008_b_001_004_selected_result_019_000_ag_a_008_b_001.xyz,-304.639581,C8H,97.167
21,[C]#C[C]C1=C(C#C)[C]1,c10h1_aggregates_ag_a_008_b_001_001_selected_result_006_001_ag_a_008_b_001.xyz,-304.628173,C8H,97.167
24,[C]1C2=C1[C]=[C][CH][C]=[C]2,c10h1_aggregates_ag_a_008_b_001_001_selected_result_005_000_ag_a_008_b_001.xyz,-304.645531,C8H,97.167
25,[CH][C]1[C]2[C][C@@]34[C][C@@]13[C]24,c8h1_aggregates_ag_a_008_b_001_005_selected_result_016_002_ag_a_008_b_001.xyz,0.0,C8H,97.167
26,[C]#CC#C[C]1[C]2[CH][C]12,c9h3_aggregates_ag_a_008_b_001_001_selected_result_029_000_ag_a_008_b_001.xyz,-304.608513,C8H,97.167
31,[C]1C=[C][C]2[C]3[C]4[C]1[C@]243,c10h1_aggregates_ag_a_008_b_001_001_selected_result_011_000_ag_a_008_b_001.xyz,-304.526054,C8H,97.167
35,[C]1[C]2C=[C][C]3[C]4[C]1[C@]234,c8h1_aggregates_ag_a_008_b_001_004_selected_result_009_002_ag_a_008_b_001.xyz,-304.544164,C8H,97.167
19,[C]1[CH][C]2[C]3[C@]45[C]1[C]4[C@]235,c9h1_aggregates_ag_a_008_b_001_000_selected_result_012_002_ag_a_008_b_001.xyz,0.0,C8H,97.167
121,[C]1[C]2C[C]3[C][C@@]34[C][C@@]124,c10h2_aggregates_ag_a_008_b_002_007_selected_result_014_002_ag_a_008_b_002.xyz,0.0,C8H2,98.17399999999999
133,[C]1[C]2[CH][C]3[C@@H]4[C]5[C@]12[C@]354,c8h3_aggregates_ag_a_008_b_002_004_selected_result_008_001_ag_a_008_b_002.xyz,-305.166963,C8H2,98.17399999999999
131,C=C1[C]2[C][C]2[C]2[C][C]21,c9h4_aggregates_ag_a_008_b_002_005_selected_result_018_001_ag_a_008_b_002.xyz,-305.224746,C8H2,98.17399999999999
128,[C]#C[CH]C#CC1=C[C]1,c8h3_aggregates_ag_a_008_b_002_007_selected_result_014_004_ag_a_008_b_002.xyz,-305.254901,C8H2,98.17399999999999
126,[C]1C=C1C#CC1=C[C]1,c8h2_aggregates_ag_a_008_b_002_003_selected_result_029_000_ag_a_008_b_002.xyz,-305.282844,C8H2,98.17399999999999
125,[C]#C[C][C]1[C]C12C=C2,c10h2_aggregates_ag_a_008_b_002_009_selected_result_009_001_ag_a_008_b_002.xyz,-305.28893,C8H2,98.17399999999999
117,C=C1[C]=[C][C]=[C][C]=[C]1,c9h2_aggregates_ag_a_008_b_002_004_selected_result_028_004_ag_a_008_b_002.xyz,-305.279823,C8H2,98.17399999999999
75,[C]#C[C]1[C]2[CH][C]=C[C]12,c10h5_aggregates_ag_a_008_b_002_003_selected_result_019_001_ag_a_008_b_002.xyz,-305.239918,C8H2,98.17399999999999
105,[C]#C[C][C]1[C]C1=C=C,c10h3_aggregates_ag_a_008_b_002_004_selected_result_026_007_ag_a_008_b_002.xyz,-305.235709,C8H2,98.17399999999999
100,[C]#CC#C[C][C]1[C]C1,c10h2_aggregates_ag_a_008_b_002_006_selected_result_001_002_ag_a_008_b_002.xyz,-305.236423,C8H2,98.17399999999999
96,[C]#CC#C[C]1[C]2[CH][C@@H]12,c10h2_aggregates_ag_a_008_b_002_006_selected_result_005_003_ag_a_008_b_002.xyz,-305.246649,C8H2,98.17399999999999
91,[C][C]1[C@@H]2[C]3[C](C#C)[C@]132,c10h3_aggregates_ag_a_008_b_002_008_selected_result_008_004_ag_a_008_b_002.xyz,-305.181014,C8H2,98.17399999999999
78,[C]1C23[C][C@]24[C@@]25C[C@@]42[C@@]135,c9h4_aggregates_ag_a_008_b_002_005_selected_result_027_001_ag_a_008_b_002.xyz,0.0,C8H2,98.17399999999999
134,[CH]C1=C([C@]23[C]4[C]2[C@@H]43)[C]1,c8h2_aggregates_ag_a_008_b_002_005_selected_result_011_007_ag_a_008_b_002.xyz,0.0,C8H2,98.17399999999999
74,[C]C1=C(C#C[C][CH2])[C]1,c10h3_aggregates_ag_a_008_b_002_006_selected_result_024_002_ag_a_008_b_002.xyz,0.0,C8H2,98.17399999999999
107,[CH]C1=C(C#CC#C)[C]1,c9h2_aggregates_ag_a_008_b_002_004_selected_result_024_006_ag_a_008_b_002.xyz,-305.399332,C8H2,98.17399999999999
158,[CH2]C1=C([C]2[C]3[C][C]32)[C]1,c9h2_aggregates_ag_a_008_b_002_000_selected_result_029_001_ag_a_008_b_002.xyz,-305.181345,C8H2,98.17399999999999
198,C=C1c2[c][c][c][c]c21,c8h2_aggregates_ag_a_008_b_002_000_selected_result_024_004_ag_a_008_b_002.xyz,0.0,C8H2,98.17399999999999
172,C#CC#C[C]1[C][CH][C]1,c10h4_aggregates_ag_a_008_b_002_000_selected_result_025_001_ag_a_008_b_002.xyz,-305.29307,C8H2,98.17399999999999
71,[C]1[C][C]2[C][C]2[C][CH][CH]1,c10h2_aggregates_ag_a_008_b_002_000_selected_result_004_000_ag_a_008_b_002.xyz,-305.276762,C8H2,98.17399999999999
243,[C]1[C]2C=C(C3=C[C]3)[C]12,c9h2_aggregates_ag_a_008_b_002_006_selected_result_011_002_ag_a_008_b_002.xyz,-305.19346,C8H2,98.17399999999999
231,[C]1[C]=[C]C=CC2=C1[C]2,c10h4_aggregates_ag_a_008_b_002_005_selected_result_000_000_ag_a_008_b_002.xyz,-305.282221,C8H2,98.17399999999999
219,[C]C#CC#C[CH]C#C,c8h2_aggregates_ag_a_008_b_002_002_selected_result_029_001_ag_a_008_b_002.xyz,-305.314474,C8H2,98.17399999999999
214,[C]1[C]2[CH][CH][C]3[C][C]3[C]12,c9h2_aggregates_ag_a_008_b_002_001_selected_result_010_003_ag_a_008_b_002.xyz,-305.27776,C8H2,98.17399999999999
213,[C]1[CH]/C1=C1\[C][C]2[CH][C]21,c8h2_aggregates_ag_a_008_b_002_006_selected_result_003_001_ag_a_008_b_002.xyz,-305.203543,C8H2,98.17399999999999
212,[C]1[C]2CC3=C([C]3)[C]=C12,c8h2_aggregates_ag_a_008_b_002_002_selected_result_023_002_ag_a_008_b_002.xyz,-305.234487,C8H2,98.17399999999999
208,[C]=C1c2[c]cc[c]c21,c10h2_aggregates_ag_a_008_b_002_000_selected_result_020_000_ag_a_008_b_002.xyz,-305.260847,C8H2,98.17399999999999
205,[C]1=[C][CH][C@]23[C]4[C]2[C@@]43[CH]1,c10h4_aggregates_ag_a_008_b_002_005_selected_result_004_002_ag_a_008_b_002.xyz,-305.25219,C8H2,98.17399999999999
203,C=C1[C][C]2[C]3[C][C]3[C]21,c10h6_aggregates_ag_a_008_b_002_002_selected_result_002_001_ag_a_008_b_002.xyz,0.0,C8H2,98.17399999999999
193,[C]1[C]2[C]1C2=C=C1C=C1,c10h2_aggregates_ag_a_008_b_002_003_selected_result_024_002_ag_a_008_b_002.xyz,-305.238648,C8H2,98.17399999999999
183,[C]1[C]2[C]1C2=C=C1[C]C1,c8h2_aggregates_ag_a_008_b_002_007_selected_result_015_001_ag_a_008_b_002.xyz,0.0,C8H2,98.17399999999999
181,[C]1[C]2[C]=[C]C=[C][CH][C]12,c10h5_aggregates_ag_a_008_b_002_003_selected_result_008_001_ag_a_008_b_002.xyz,-305.280511,C8H2,98.17399999999999
180,[C]1[C][C]2[C@H]3[C]([C]=[C]1)[C@@H]23,c8h3_aggregates_ag_a_008_b_002_004_selected_result_009_001_ag_a_008_b_002.xyz,-305.202343,C8H2,98.17399999999999
173,[C]=C1[C]C1=C=C1C=C1,c10h2_aggregates_ag_a_008_b_002_006_selected_result_006_003_ag_a_008_b_002.xyz,-305.288933,C8H2,98.17399999999999
159,[C]1=[C][CH][C@]23[C][C@]2([C]3)[CH]1,c9h4_aggregates_ag_a_008_b_002_002_selected_result_000_001_ag_a_008_b_002.xyz,-305.219615,C8H2,98.17399999999999
70,[C]1C=C1[C][C@]12[C]3[C]1[C@@H]32,c10h3_aggregates_ag_a_008_b_002_004_selected_result_021_004_ag_a_008_b_002.xyz,-305.184135,C8H2,98.17399999999999
30,[C]1c2cc3c(cc21)[C]3,c10h2_aggregates_ag_a_008_b_002_004_selected_result_029_000_ag_a_008_b_002.xyz,-305.277738,C8H2,98.17399999999999
65,[C]1C=C1[C@]12[C@@H]3[C@]14[C][C@@]342,c8h2_aggregates_ag_a_008_b_002_005_selected_result_024_006_ag_a_008_b_002.xyz,-305.148158,C8H2,98.17399999999999
24,C#C[C@]12[C][C@@]1(C#C)[C]2,c10h2_aggregates_ag_a_008_b_002_004_selected_result_006_001_ag_a_008_b_002.xyz,-305.250747,C8H2,98.17399999999999
23,[C]#CC1=C2[CH]C=[C][C]12,c10h2_aggregates_ag_a_008_b_002_009_selected_result_022_001_ag_a_008_b_002.xyz,-305.246412,C8H2,98.17399999999999
21,[C]C1=C([CH2])[C]1[C]C#[C],c9h2_aggregates_ag_a_008_b_002_000_selected_result_023_001_ag_a_008_b_002.xyz,-305.210465,C8H2,98.17399999999999
19,[C]1c2[c]c3c([c]c21)C3,c10h3_aggregates_ag_a_008_b_002_006_selected_result_020_001_ag_a_008_b_002.xyz,-305.262374,C8H2,98.17399999999999
16,C#C[C]C1=C(C#C)[C]1,c9h4_aggregates_ag_a_008_b_002_002_selected_result_026_000_ag_a_008_b_002.xyz,0.0,C8H2,98.17399999999999
12,C#CC#C[C@]12[C]3[C]1[C@@H]32,c10h3_aggregates_ag_a_008_b_002_003_selected_result_017_000_ag_a_008_b_002.xyz,-305.266185,C8H2,98.17399999999999
26,[C]1[C]2[C]=C[C]=[C][CH][C]12,c10h4_aggregates_ag_a_008_b_002_000_selected_result_000_000_ag_a_008_b_002.xyz,-305.287691,C8H2,98.17399999999999
11,[C]1C2=C1C[C]=[C][C]=[C]2,c8h3_aggregates_ag_a_008_b_002_004_selected_result_003_001_ag_a_008_b_002.xyz,-305.245963,C8H2,98.17399999999999
7,[C]#CC1=C(C#C[CH2])[C]1,c8h2_aggregates_ag_a_008_b_002_005_selected_result_013_003_ag_a_008_b_002.xyz,0.0,C8H2,98.17399999999999
6,C#CC1=C(C2=C[C]2)[C]1,c10h4_aggregates_ag_a_008_b_002_000_selected_result_013_001_ag_a_008_b_002.xyz,-305.277401,C8H2,98.17399999999999
5,[C]#CC#CC#C[C][CH2],c8h3_aggregates_ag_a_008_b_002_004_selected_result_001_000_ag_a_008_b_002.xyz,-305.329399,C8H2,98.17399999999999
4,[C]1=[C][C]2[CH][C]2[C]=[C][CH]1,c10h2_aggregates_ag_a_008_b_002_004_selected_result_024_000_ag_a_008_b_002.xyz,-305.296144,C8H2,98.17399999999999
2,C#CC#C[C]C1=C[C]1,c10h7_aggregates_ag_a_008_b_002_007_selected_result_004_002_ag_a_008_b_002.xyz,-305.315832,C8H2,98.17399999999999
1,C#C[C]1[C]2[C](C#C)[C]12,c9h2_aggregates_ag_a_008_b_002_005_selected_result_027_001_ag_a_008_b_002.xyz,-305.283281,C8H2,98.17399999999999
8,C#CC#CC#CC#C,c9h9_aggregates_ag_a_008_b_002_008_selected_result_022_001_ag_a_008_b_002.xyz,-305.399363,C8H2,98.17399999999999
27,C#C[C@@]12[C@H]3[C@@]45[C][C@]41[C@]352,c10h3_aggregates_ag_a_008_b_002_004_selected_result_029_005_ag_a_008_b_002.xyz,-305.180134,C8H2,98.17399999999999
15,[C]#C[C][C]1[C]2[CH][C][C@@H]12,c10h7_aggregates_ag_a_008_b_002_007_selected_result_026_001_ag_a_008_b_002.xyz,-305.188997,C8H2,98.17399999999999
68,C=C=C1[C][C]2[C][C][C]21,c8h2_aggregates_ag_a_008_b_002_007_selected_result_005_001_ag_a_008_b_002.xyz,-305.23358,C8H2,98.17399999999999
28,C#Cc1[c][c][c][c]c1,c10h3_aggregates_ag_a_008_b_002_006_selected_result_004_002_ag_a_008_b_002.xyz,-305.302345,C8H2,98.17399999999999
61,[C]1c2[c]c3c(cc21)[CH]3,c9h2_aggregates_ag_a_008_b_002_004_selected_result_021_001_ag_a_008_b_002.xyz,-305.275345,C8H2,98.17399999999999
54,[c]1[c][c]c2c([c]1)C=C2,c9h4_aggregates_ag_a_008_b_002_005_selected_result_001_001_ag_a_008_b_002.xyz,-305.274833,C8H2,98.17399999999999
53,[CH2]C#C[C@]12[C]3[C@]14[C][C@@]342,c8h2_aggregates_ag_a_008_b_002_007_selected_result_014_001_ag_a_008_b_002.xyz,-305.139384,C8H2,98.17399999999999
51,[C]1=[C][C]=CC#CC=[C]1,c9h8_aggregates_ag_a_008_b_002_008_selected_result_022_000_ag_a_008_b_002.xyz,-305.296778,C8H2,98.17399999999999
50,[C]1[C][C][CH][C][CH][C][C]1,c9h2_aggregates_ag_a_008_b_002_001_selected_result_019_000_ag_a_008_b_002.xyz,-305.271491,C8H2,98.17399999999999
46,[C]1[C]2[CH][C@@]34[C][C]3[CH][C@@]124,c9h4_aggregates_ag_a_008_b_002_002_selected_result_008_001_ag_a_008_b_002.xyz,-305.222011,C8H2,98.17399999999999
45,C#C[C]1[C]=C[C]2[C][C]12,c9h2_aggregates_ag_a_008_b_002_003_selected_result_011_007_ag_a_008_b_002.xyz,-305.310323,C8H2,98.17399999999999
64,[C]=C1[C]C1=C=CC#C,c9h2_aggregates_ag_a_008_b_002_001_selected_result_015_004_ag_a_008_b_002.xyz,-305.219007,C8H2,98.17399999999999
42,C#C[C@]12[C@@H]3[C@]45[C][C@@]41[C@@]352,c9h2_aggregates_ag_a_008_b_002_006_selected_result_022_002_ag_a_008_b_002.xyz,-305.180135,C8H2,98.17399999999999
40,[C]C1=C(C#C)[C]1C#C,c9h2_aggregates_ag_a_008_b_002_000_selected_result_002_000_ag_a_008_b_002.xyz,-305.266614,C8H2,98.17399999999999
39,C#CC=C1[C]2[C][C][C]21,c9h2_aggregates_ag_a_008_b_002_007_selected_result_016_001_ag_a_008_b_002.xyz,-305.188049,C8H2,98.17399999999999
36,C#C[C@]12[C]3[C]1[C@@]32C#C,c9h2_aggregates_ag_a_008_b_002_000_selected_result_005_000_ag_a_008_b_002.xyz,-305.2568,C8H2,98.17399999999999
32,[C]1=[C][CH]C#C[CH][C]=[C]1,c8h2_aggregates_ag_a_008_b_002_002_selected_result_003_000_ag_a_008_b_002.xyz,-305.302465,C8H2,98.17399999999999
31,[C]1=[C][C]=C=CC=C=[C]1,c8h2_aggregates_ag_a_008_b_002_005_selected_result_029_004_ag_a_008_b_002.xyz,-305.295516,C8H2,98.17399999999999
43,[C]#CC#C[C]C1=C[CH]1,c10h2_aggregates_ag_a_008_b_002_000_selected_result_002_003_ag_a_008_b_002.xyz,-305.288931,C8H2,98.17399999999999
127,[CH]=C1c2[c]cc[c]c21,c10h3_aggregates_ag_a_008_b_003_002_selected_result_008_000_ag_a_008_b_003.xyz,-305.916583,C8H3,99.181
126,[C]#C[C][CH]C12[CH][C]1[CH]2,c10h7_aggregates_ag_a_008_b_003_007_selected_result_013_001_ag_a_008_b_003.xyz,-305.833933,C8H3,99.181
125,[C]#C[C]1[C]2[CH]C=C[C]12,c9h8_aggregates_ag_a_008_b_003_008_selected_result_029_001_ag_a_008_b_003.xyz,-305.908374,C8H3,99.181
124,[C]1[C]2[C@@H]3[C]4[CH][C]4[CH][C@]123,c9h6_aggregates_ag_a_008_b_003_000_selected_result_017_002_ag_a_008_b_003.xyz,-305.843843,C8H3,99.181
118,C#CC#C[C@@]12[C][C]1C2,c8h5_aggregates_ag_a_008_b_003_004_selected_result_014_001_ag_a_008_b_003.xyz,-305.881869,C8H3,99.181
114,C=C=C1[C][C]2[CH][C][C]21,c9h6_aggregates_ag_a_008_b_003_009_selected_result_011_001_ag_a_008_b_003.xyz,-305.883629,C8H3,99.181
110,[c]1[c]c2c([c]c1)C=C2,c9h4_aggregates_ag_a_008_b_003_007_selected_result_010_001_ag_a_008_b_003.xyz,-305.924192,C8H3,99.181
108,C#CC1=[C]C[C]2[C][C]21,c10h4_aggregates_ag_a_008_b_003_009_selected_result_017_000_ag_a_008_b_003.xyz,-305.879531,C8H3,99.181
98,[CH2]C#C[C][C]1[C]2[CH][C]12,c8h3_aggregates_ag_a_008_b_003_003_selected_result_003_000_ag_a_008_b_003.xyz,0.0,C8H3,99.181
103,C#C[C]1[C]2[C]1C2=C=C,c8h3_aggregates_ag_a_008_b_003_009_selected_result_002_005_ag_a_008_b_003.xyz,-305.899122,C8H3,99.181
102,C#CC1=C[C]2[C][C]2[CH]1,c10h4_aggregates_ag_a_008_b_003_007_selected_result_011_001_ag_a_008_b_003.xyz,-305.971859,C8H3,99.181
93,C#C[C]1C=C1C1=C[C]1,c8h3_aggregates_ag_a_008_b_003_002_selected_result_017_000_ag_a_008_b_003.xyz,-305.890457,C8H3,99.181
92,[C]#C[C]1[C]2C(=C=C)[C@@H]12,c10h4_aggregates_ag_a_008_b_003_002_selected_result_004_001_ag_a_008_b_003.xyz,-305.847031,C8H3,99.181
90,[C]1C2=C[CH]C=C3[C]C123,c9h3_aggregates_ag_a_008_b_003_000_selected_result_020_003_ag_a_008_b_003.xyz,-305.918162,C8H3,99.181
89,C#CC=C=C1[C]2[C][C@H]21,c8h5_aggregates_ag_a_008_b_003_004_selected_result_000_001_ag_a_008_b_003.xyz,-305.862103,C8H3,99.181
105,[C]#CC#C[C](C)C#[C],c9h6_aggregates_ag_a_008_b_003_009_selected_result_018_002_ag_a_008_b_003.xyz,-305.843514,C8H3,99.181
130,C#CC1=C([CH2])[C]2[C][C]21,c9h5_aggregates_ag_a_008_b_003_009_selected_result_005_003_ag_a_008_b_003.xyz,-305.881469,C8H3,99.181
206,C#CC#C[C@]12[C]3[C@H]1[C@@H]32,c10h5_aggregates_ag_a_008_b_003_000_selected_result_028_003_ag_a_008_b_003.xyz,-305.871002,C8H3,99.181
145,C#C[CH]C1=C(C#C)[C]1,c9h4_aggregates_ag_a_008_b_003_004_selected_result_021_000_ag_a_008_b_003.xyz,-305.923879,C8H3,99.181
81,[C]1C[C]2[C][C@@]3([C][CH]3)[C]12,c8h3_aggregates_ag_a_008_b_003_000_selected_result_026_001_ag_a_008_b_003.xyz,-305.793633,C8H3,99.181
204,[C]C1=C([CH]C#[C])C1=C,c8h3_aggregates_ag_a_008_b_003_001_selected_result_027_001_ag_a_008_b_003.xyz,-305.821597,C8H3,99.181
203,[C]1[C]2[CH][C]3[C]4C[C@]34[C]12,c10h5_aggregates_ag_a_008_b_003_000_selected_result_012_004_ag_a_008_b_003.xyz,-305.860161,C8H3,99.181
198,C#Cc1c[c][c][c]c1,c8h3_aggregates_ag_a_008_b_003_007_selected_result_030_007_ag_a_008_b_003.xyz,-305.96819,C8H3,99.181
185,[C]1[CH][C]2C=C[C@]23[C][C]13,c8h4_aggregates_ag_a_008_b_003_000_selected_result_030_001_ag_a_008_b_003.xyz,-305.936217,C8H3,99.181
184,C#C[C@]12[C]3[C@]14C(=C)[C@@]342,c9h6_aggregates_ag_a_008_b_003_009_selected_result_030_003_ag_a_008_b_003.xyz,-305.828197,C8H3,99.181
168,C#C[C][C]1[C@]23[C@@H]4[C@H]2[C@@]143,c10h3_aggregates_ag_a_008_b_003_007_selected_result_005_001_ag_a_008_b_003.xyz,-305.857521,C8H3,99.181
139,C#CC#C[C]1[C@@H]2[C][C@H]12,c9h8_aggregates_ag_a_008_b_003_009_selected_result_017_007_ag_a_008_b_003.xyz,-305.904019,C8H3,99.181
160,[CH]=CC#CC#CC#C,c9h4_aggregates_ag_a_008_b_003_004_selected_result_020_001_ag_a_008_b_003.xyz,-305.956213,C8H3,99.181
158,[C]#C[CH][C]1[C@@H]2[C]3[CH][C@]132,c10h7_aggregates_ag_a_008_b_003_007_selected_result_017_001_ag_a_008_b_003.xyz,-305.797562,C8H3,99.181
157,[CH]=C(C#C)C#CC#C,c9h4_aggregates_ag_a_008_b_003_004_selected_result_013_000_ag_a_008_b_003.xyz,-305.93492,C8H3,99.181
155,C#Cc1[c]c[c]c[c]1,c8h3_aggregates_ag_a_008_b_003_009_selected_result_030_007_ag_a_008_b_003.xyz,-305.943066,C8H3,99.181
154,[c]1[c][c]c2c([c]1)[CH]C2,c9h4_aggregates_ag_a_008_b_003_007_selected_result_023_001_ag_a_008_b_003.xyz,-305.892488,C8H3,99.181
153,C#CC#CC12[CH][C]1[CH]2,c8h5_aggregates_ag_a_008_b_003_004_selected_result_004_001_ag_a_008_b_003.xyz,-305.906015,C8H3,99.181
152,[C]#C[C]1C([CH2])=C1C#C,c8h3_aggregates_ag_a_008_b_003_003_selected_result_002_001_ag_a_008_b_003.xyz,-305.901966,C8H3,99.181
148,C#Cc1[c][c]c[c]c1,c10h8_aggregates_ag_a_008_b_003_006_selected_result_023_003_ag_a_008_b_003.xyz,-305.964226,C8H3,99.181
159,[C]1[C]2[CH][C]3[C@]45C[C@]34[C@]125,c9h4_aggregates_ag_a_008_b_003_005_selected_result_016_002_ag_a_008_b_003.xyz,-305.809202,C8H3,99.181
73,[C]1=[C]C2[C]3[C](C=C1)[C]32,c10h3_aggregates_ag_a_008_b_003_000_selected_result_022_000_ag_a_008_b_003.xyz,-305.853813,C8H3,99.181
97,C#C[C]1[C]2[C](C#C)C12,c8h3_aggregates_ag_a_008_b_003_002_selected_result_006_000_ag_a_008_b_003.xyz,-305.910633,C8H3,99.181
60,C#CC#C[C]1[C]C1=C,c10h5_aggregates_ag_a_008_b_003_009_selected_result_014_001_ag_a_008_b_003.xyz,-305.926598,C8H3,99.181
24,[CH]=CC#C[C]C1=C[C]1,c9h3_aggregates_ag_a_008_b_003_006_selected_result_013_001_ag_a_008_b_003.xyz,-303.819818,C8H3,99.181
23,[C]#CC#CC#CC=C,c9h8_aggregates_ag_a_008_b_003_008_selected_result_021_002_ag_a_008_b_003.xyz,0.0,C8H3,99.181
22,C#Cc1[c][c]cc[c]1,c10h4_aggregates_ag_a_008_b_003_009_selected_result_009_000_ag_a_008_b_003.xyz,-305.962712,C8H3,99.181
20,C#Cc1[c]c[c][c]c1,c10h4_aggregates_ag_a_008_b_003_009_selected_result_002_000_ag_a_008_b_003.xyz,-305.962011,C8H3,99.181
19,C#C[C]C1=C[C]1C#C,c9h6_aggregates_ag_a_008_b_003_000_selected_result_008_004_ag_a_008_b_003.xyz,-305.934358,C8H3,99.181
18,C#CC#CC1[C]2[CH][C]21,c10h4_aggregates_ag_a_008_b_003_007_selected_result_016_006_ag_a_008_b_003.xyz,-305.897877,C8H3,99.181
16,C#CC#C[C]1[C]2[CH][C@H]12,c10h10_aggregates_ag_a_008_b_003_008_selected_result_010_001_ag_a_008_b_003.xyz,-305.91778,C8H3,99.181
12,C#CC#C[C]1[C]2[CH][C@@H]12,c9h3_aggregates_ag_a_008_b_003_000_selected_result_004_001_ag_a_008_b_003.xyz,-305.917776,C8H3,99.181
11,[CH2]C#CC#CC1=C[C]1,c8h3_aggregates_ag_a_008_b_003_006_selected_result_001_001_ag_a_008_b_003.xyz,0.0,C8H3,99.181
10,C=C1[C]2[C]1[C]2C1=C[C]1,c8h3_aggregates_ag_a_008_b_003_000_selected_result_020_001_ag_a_008_b_003.xyz,-305.854116,C8H3,99.181
8,C#CC#CC1=C([CH2])[C]1,c8h4_aggregates_ag_a_008_b_003_000_selected_result_000_000_ag_a_008_b_003.xyz,-305.926596,C8H3,99.181
7,[C]#Cc1c[c][c]cc1,c9h3_aggregates_ag_a_008_b_003_000_selected_result_015_002_ag_a_008_b_003.xyz,-305.935051,C8H3,99.181
5,C#C[C]1[C]2[CH][C@@]12C#C,c10h3_aggregates_ag_a_008_b_003_007_selected_result_024_001_ag_a_008_b_003.xyz,-305.903914,C8H3,99.181
4,C#CC1=C(C#C[CH2])[C]1,c10h10_aggregates_ag_a_008_b_003_008_selected_result_027_000_ag_a_008_b_003.xyz,-305.928463,C8H3,99.181
2,[C]1C=C1C#CC1=C[CH]1,c9h4_aggregates_ag_a_008_b_003_001_selected_result_030_005_ag_a_008_b_003.xyz,-305.899763,C8H3,99.181
1,C#CC#CC#C[C][CH2],c8h5_aggregates_ag_a_008_b_003_004_selected_result_007_000_ag_a_008_b_003.xyz,-305.99664,C8H3,99.181
67,[C]1C=C1[C]1[C]2C=C[C]21,c10h5_aggregates_ag_a_008_b_003_000_selected_result_025_006_ag_a_008_b_003.xyz,-305.860558,C8H3,99.181
26,[C]1=C=[C][CH]C=C=[C][CH]1,c8h3_aggregates_ag_a_008_b_003_007_selected_result_002_004_ag_a_008_b_003.xyz,-305.951331,C8H3,99.181
27,[C]1=[C][CH]C#CC[C]=[C]1,c10h6_aggregates_ag_a_008_b_003_002_selected_result_027_001_ag_a_008_b_003.xyz,-305.928834,C8H3,99.181
17,C#CC#C[C]C1=C[CH]1,c8h3_aggregates_ag_a_008_b_003_009_selected_result_006_002_ag_a_008_b_003.xyz,-305.952275,C8H3,99.181
46,[C]1[CH]C1=C=C1[C]2[CH][C@@H]21,c8h3_aggregates_ag_a_008_b_003_009_selected_result_003_002_ag_a_008_b_003.xyz,-305.843709,C8H3,99.181
54,C#CC#C[C]1[C]2C[C]12,c8h3_aggregates_ag_a_008_b_003_000_selected_result_021_001_ag_a_008_b_003.xyz,-305.908963,C8H3,99.181
51,C#CC#C[CH]C1=C[C]1,c10h3_aggregates_ag_a_008_b_003_000_selected_result_008_001_ag_a_008_b_003.xyz,-305.934121,C8H3,99.181
59,[C]1[C]2[CH]C3=C(C=C3)[C]12,c8h4_aggregates_ag_a_008_b_003_000_selected_result_009_001_ag_a_008_b_003.xyz,-305.923358,C8H3,99.181
50,[C]1[CH][C]=[C][CH][C]=[C][CH]1,c10h6_aggregates_ag_a_008_b_003_006_selected_result_030_000_ag_a_008_b_003.xyz,-305.943452,C8H3,99.181
48,[C]#Cc1c[c]c[c]c1,c9h6_aggregates_ag_a_008_b_003_000_selected_result_013_002_ag_a_008_b_003.xyz,-305.914869,C8H3,99.181
47,C#C[C][C](C#C)C#C,c10h4_aggregates_ag_a_008_b_003_007_selected_result_022_007_ag_a_008_b_003.xyz,-305.9492,C8H3,99.181
29,[C]C#CC#CC1C=C1,c9h5_aggregates_ag_a_008_b_003_009_selected_result_024_004_ag_a_008_b_003.xyz,-305.885627,C8H3,99.181
55,C=C1c2[c][c][c]cc21,c10h6_aggregates_ag_a_008_b_003_002_selected_result_011_002_ag_a_008_b_003.xyz,-305.910554,C8H3,99.181
45,C#CC1=C(C2=C[CH]2)[C]1,c8h3_aggregates_ag_a_008_b_003_000_selected_result_018_000_ag_a_008_b_003.xyz,-305.891415,C8H3,99.181
43,C#C[C]1C=C[C]2[C][C]21,c10h4_aggregates_ag_a_008_b_003_009_selected_result_008_000_ag_a_008_b_003.xyz,-305.96946,C8H3,99.181
