smiles,serial No. 
[C@H]1(CC(=C1C(=C)C)CC)c1ccccc1,102200201
c1(c(cccc1)C#Cc1c(cccc1)C#C)C=C,102200208
C(c1c2c(c3c(c1)cccc3)c1c(cc2)cccc1)(C)(C)C,102201066
C(c1c2c(c3c(c1)ccc1c3cccc1)cccc2)(C)(C)C,102201068
C1(CC1=C)(c1ccc(cc1)c1ccccc1)c1ccc(cc1)c1ccccc1,102201187
c12c(c3c4c1cccc4ccc3)cc1c(c2)cc(c(c1)C)C,102201211
c1(c(c(c2c(c1C)cccc2)c1ccccc1)c1ccccc1)Cc1ccccc1,102201253
c1(c(c(c2c(c1C)cccc2)C)c1ccccc1)Cc1ccccc1,102201254
[C@@](CCC=C)(c1ccccc1)(C)C=C,102201274
[C@@](CCCC=C)(c1ccccc1)(C)C=C,102201275
[C@H](CC)(/C=C/c1ccccc1)C=C,102201277
C(CC(=C=C)C)(c1ccccc1)(c1ccccc1)c1ccccc1,102201494
C1([C@@H]2C(=C(C(=C2C)C)C)C)CCCCC1,102201517
c1(c(c(cc(c1)C)C)C#CC#Cc1ccccc1)C,102201526
[C@@H](CCC=C(C)C)(CC#CC#Cc1ccccc1)C,102201529
[C@H](CCC=C(C)C)(CC#CC#Cc1ccccc1)C,102201530
C1([C@@H]2C[C@H]1C(=CC2)C#CC#Cc1ccccc1)(C)C,102201532
C1Cc2cc(c(CCc3cc(c1cc3)/C=C/C1=CC=CC1)cc2)/C=C/C1=CC=CC1,102201717
C1c2c(cc(CCc3c(cc(C1)cc3)/C=C/C1=CC=CC1)cc2)C(=C)C1=CC=CC1,102201718
C1c2c(cc(CCc3ccc(C1)cc3)cc2)/C=C/C1=CC=CC1,102201719
C1(=CC=CC1)c1ccc(cc1)C#Cc1ccccc1,102202811
c12c(cccc1)C#C/C=C\C#Cc1c(cccc1)C#C2,102203175
c12c(cccc1)C#CC#CC#Cc1c(cccc1)C#CC#CC#C2,102203176
C1(CCC(c2c1cc1c(c2)c2c(C1)cc(cc2)CC)(C)C)(C)C,102203916
C1(CCC(c2c1cc1c(c2)c2c(C1)cc(C(C)(C)C)cc2)(C)C)(C)C,102203917
[C@@H](CCC=C(C)C)(/C=C/Cc1ccc(cc1)C)C,102204130
C1(CC=C(C=C1)C#C)(C)C,102204217
C1([C@@H](C=C(CC1)C#C)CC=C)(C)C,102204220
C(CCCCCCC)(CC)(CC)c1cc2c3c(c1)ccc1c3c(cc2)c(cc1)C#C,102204397
c12c3c4ccc1c(ccc2ccc3ccc4)C#Cc1cc2c(cc3c(c2)cccc3)cc1,102204732
C(Cc1c(cc(CCCCCC)c(c1)C#Cc1ccc(cc1)C#C)C#Cc1ccc(cc1)C#C)CCCC,102205044
c12c(cc3c(c1)cc1c(c3)cc(c(c1)CC)CC)cc1c(c2)cc(c(c1)CC)CC,102205226
C12([C@@H]3[C@H](C2)C=CC3)CC1,102205421
C1(C/C(=C\c2ccccc2)/c2c1cc1c(c2)cccc1)(C)C,102205632
C(c1c(c(C(C)C)ccc1)C#C)(C)C,102205678
c12c3c4c5c(c1ccc(c2c(cc3)c1ccccc1)c1ccccc1)cccc5c(cc4)c1ccccc1,102205883
c12c(Cc3c1cccc3)cccc2/C(=C\c1ccccc1)/CC,102206756
c12c(Cc3c1cccc3)cccc2/C(=C\C(C)(C)C)/C,102206757
c12c(Cc3c1cccc3)cccc2/C(=C\c1ccccc1)/C,102206758
c12c(Cc3c1cccc3)cccc2/C(=C/c1ccccc1)/c1ccccc1,102206759
c12c(Cc3c1cc(cc3)C)cccc2/C(=C/c1ccccc1)/c1ccccc1,102206762
C(C(C)C)C(=CC)CC(C)C,102206987
[C@H]1([C@H]([C@H]1C=C)c1ccccc1)C(C)(C)C,102207080
C(C1=C(C=CC1)c1ccccc1)(C)(C)C,102207082
[C@H]1([C@@H]([C@H]1C=C)c1ccccc1)CC,102207083
[C@H]1([C@H]([C@@H]1C=C)c1ccccc1)C(C)C,102207084
C(=C\c1ccccc1)(\CC)/C=C\C,102207085
C(/C(=C\c1ccccc1)/C=C\C)(C)C,102207086
C1(C[C@@H](CCC1)c1ccc(cc1)C)(C)C,102207116
[C@]12([C@H](CC[C@H]1C(=C)C)C)CCC(=CC2)C,102207117
[C@@H]12[C@H]([C@@H]([C@@H](C1)CC2)C)CC(CC(C)(C)C)(C)C,102207333
[C@]1([C@@H]2C[C@H]([C@H]1C)CC2)(C[C@H](CC(C)(C)C)C)C,102207334
[C@@H]1([C@@H](C)C=CC=CC=C1)C,102207742
C(=C\C=C/C)\C=C/C=C\C,102207744
C(=C\C=C\C)\C=C/C=C/C,102207745
[C@H]1([C@@H](C)C=CC=CC=C1)C,102207746
[C@@]123[C@H]([C@@H](CC3)C)CC[C@]1(C=C([C@@H]2C)C)C,102208431
c1(ccc(cc1)C#Cc1ccc(cc1)C=C)C,102208569
C(c1cc2c(cc1)C#Cc1cc(C#Cc3c(cc(C(C)(C)C)cc3)C#CC#C2)ccc1)(C)(C)C,102208634
[C@@H](Cc1cc(C[C@H](CC)C)ccc1)(CC)C,102208674
C12=C(/C=C\C=C/C#CCC2)C#CCC1,102209120
[C@]123[C@]45c6c([C@]1(c1c([C@]2(c2c4cccc2)c2cc(c(cc2)C)C)cccc1)c1c([C@@H]3c2c5cccc2)cccc1)cc(c(c6)C)C,102209674
[C@H]1(CCc2c(cccc2)C)C=CC=C1,102209803
[C@H]1(Cc2c(cccc2)C)C=CC=C1,102209804
C1C(=CC=C1)C#CC#CC,102209819
C1C(=CC=C1)C#CC#CC#CC,102209820
c1(c(cccc1)C)/C=C\C=C\c1c(cccc1)C,102210000
[C@@H]12[C@@H]3[C@H]2C=C[C@]21[C@@H](C3)CCC2,102210125
[C@]123[C@@H]4[C@H]1C=C[C@H]2[C@@H](C4)CCC3,102210126
[C@]123[C@H]([C@H](CCC1)C=C2)CC=C3,102210127
c12c(c3c(c4c1c1c(C4)cc4c(c1)c1c(C4)cccc1)c1c(C3)cc3c(c1)c1c(C3)cccc1)c1c(C2)cc2c(c1)c1c(C2)cccc1,102210398
C(CCC)CC/C(=C/C#CC)/C#C,102210810
[C@@H]1(C=CC=C1)/C=C/C=C/C#C,102211564
c12c(cc3c(c1C#C)cccc3)c(ccc2)C#C,102211700
[C@@H]12C#CC#C[C@H]3C#CC#C[C@@H](C#CC#C1)C#CC#C[C@H]1C#CC#C[C@@H](C#CC#C2)C#CC#C[C@@H](C#CC#C3)C#CC#C1,102211772
[C@@H]12C#CC#C[C@@H]3C#CC#C[C@H](C#CC#C2)C#CC#C[C@@H](C#CC#C3)C#CC#C1,102211773
[C@@H]12C#CC#C[C@H](C#CC#CCC#CC#CCC#CC#C2)C#CC#CCC#CC#CCC#CC#C1,102211774
[C@H]12C#CC#C[C@H](C#CC#CCC#CC#C1)C#CC#CCC#CC#CCC#CC#C2,102211776
C1C#CC#CCC#CC#CCC#CC#C1,102211777
[C@H]12C#CC#C[C@H](C#CC#CCC#CC#C1)C#CC#CCC#CC#C2,102211778
C1C#CC#CCC#CC#CCC#CC#CCC#CC#C1,102211779
c1(c(c2c(cccc2C)C)cccc1c1c(cccc1C)C)C,102212005
c1(c2c(c(c3c(c(c(c(c3C)C)C)C)C)ccc2)C)c(c(c(c(c1C)C)C)C)C,102212006
C(c1cc(C(C)(C)C)cc(c1)c1c(c(c2cc(C(C)(C)C)cc(C(C)(C)C)c2)ccc1)C)(C)(C)C,102212007
C(=C(\c1ccccc1)/C)(\Cc1ccccc1)/C=C/c1ccccc1,102212327
C(=C(\c1ccc(cc1)C)/C)(\Cc1ccccc1)/C=C/c1ccccc1,102212329
C(/C(=C(/Cc1ccccc1)\C=C\c1ccccc1)/C)CCC,102212330
[C@]12(C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)C#CC1=CCCCC1,102212342
[C@@]12([C@@H](CC=C([C@@H]1C)C/C=C(\CC/C=C(\CC2)/C)/C)C)C,102212819
C1([C@H]2CCC(=C)[C@@H]1CC/C(=C\CC/C(=C\C2)/C)/C)(C)C,102212820
C1([C@H]2CC=C([C@@H]1CC/C(=C\CC/C(=C\C2)/C)/C)C)(C)C,102212821
c1(c(c(cc(c1/C=C/C(C)(C)C)/C=C/C(C)(C)C)/C=C/C(C)(C)C)/C=C/C(C)(C)C)/C=C\C(C)(C)C,102213537
c1(c(c(c(c(c1/C=C/C(C)(C)C)/C=C/C(C)(C)C)/C=C/C(C)(C)C)/C=C/C(C)(C)C)/C=C/C(C)(C)C)/C=C\C(C)(C)C,102213538
C(/C=C/C/C=C/CC)/C=C/C/C=C/C=C/C/C=C/C/C=C/C,102213735
C1CC=CC=C1,102214033
C1CC=CC=C1,102214034
c12c(c3c1cccc3)cccc2/C=C/C(C)(C)C,102214129
[C@@H]1(CC(C(=C1C(C)(C)C)C#CC(=C=C(C(C)(C)C)C(C)(C)C)C(C)(C)C)(C)C)C(C)(C)C,102214297
C(CC/C=C\CCC/C=C/C#C)CCC,102214457
C(C1=CC2=C3C(=C=CC(=C3)C(C)(C)C)CC2=C=C1)(C)(C)C,102214574
[C@]12(C(=C[C@@H](CC2)C(=C)C)[C@H](CCC1)C)C,102214586
C(c1cc2CCc3ccc(CCc(c1)c2C#C)cc3)(C)(C)C,102214833
C(c1cc2CCc3c4c(c(CCc(c1)c2C#C)cc3)cccc4)(C)(C)C,102214834
c12c3c4c5c6c1CCCCc1c(c(c(c(c1CCCC6)CCCC5)CCCC4)CCCC3)CCCC2,102214873
C(=C\c1ccc(/C=C(/c2ccc(cc2)C)\C)cc1)(/c1ccc(cc1)C)\C,102214879
C(=C(\CC)/c1ccc(cc1)c1ccccc1)(\CC)/c1ccc(cc1)c1ccccc1,102214880
C(=C(\c1ccc(cc1)c1ccccc1)/C)(\c1ccc(cc1)c1ccccc1)/C,102214882
C(CC)CC#[C-],102215558
c1(c(c(c(c(c1C)C)/C=C/c1c(CC)cccc1)C)C)/C=C/c1c(CC)cccc1,102216000
c1(c2ccc(cc2)C#CCCCC#Cc2ccccc2)ccc(c2ccccc2)cc1,102216201
c1(c2ccccc2)ccc(cc1)C#[C-],102216258
c1(ccc(cc1)C#[C-])C#Cc1ccccc1,102216259
c1(ccc(cc1)C#Cc1ccccc1)C#Cc1ccc(cc1)C#[C-],102216260
C(C)(C)(C)C#C/C=C/C#C/C=C/C#CC(C)(C)C,102216294
[C@@H]12C(C(=C([C@@H](C1)C=C2)C)C)(C)C,102216422
[C@@H]12C(C(=C)[C@@H]([C@@H](C1)C=C2)C)(C)C,102216423
C1(CC(CC)CC)(CC(CC)CC)c2c(c3c1cccc3)cccc2,102216466
c12c(c(ccc2)C)C=CC(=C)C1,102216780
[C@H]12C([C@](C(=C(c3ccccc3)c3ccccc3)C31Cc1c(C3)cccc1)(CC2)C)(C)C,102216951
C1CCC2=C=c3c(=C=C2C1)cccc3,102217156
C(=C\c1cc(ccc1)C)(\C(=C\c1cc(ccc1)C)\C)/C,102217310
c1(/C(=C/C=C(/c2ccc(cc2)C)\C)/C)ccc(cc1)C,102217313
C1(CCCC1)([C@H]1C=CC=C1)[C@H]1C=CC=C1,102217746
C1(CCCCCC1)([C@@H]1C=CC=C1)[C@@H]1C=CC=C1,102217747
c1(c2c(c3c4c(ccc3)cccc4)cc3c(c2)cccc3)c(c2c3c(ccc2)cccc3)cc2c(c1)cccc2,102217909
c1(c2c(c3c4c(cc5c3cccc5)cccc4)cc3c(c2)cccc3)c(c2c3c(cc4c2cccc4)cccc3)cc2c(c1)cccc2,102217910
c12=c3ccc(=c4ccc(=c5ccc(=c6ccc(=c7ccc(=c8ccc(=c(cc1)cc2)cc8)cc7)cc6)cc5)cc4)cc3,102218044
C(c1ccc(c2c(c3c(c4ccc(C(C)(C)C)cc4)cc4c(c3)cccc4)cc3c(c2)cccc3)cc1)(C)(C)C,102218633
c1(c2c(c3c(cc(cc3C)C)C)cc3c(c2)cccc3)c(c2c(cc(cc2C)C)C)cc2c(c1)cccc2,102218635
C12=C(c3c(C1=C(c1c2cc(cc1)CCCC)c1ccccc1)cccc3)c1ccccc1,102218953
[C@H]12[C@@H](CC[C@H](C1)CC)Cc1c(C2)cccc1,102218991
[C@@H]12[C@H](C[C@@H]3[C@@H](C1)CCCC3)CC[C@@H](C2)CC,102218992
C1(=C(C)C)C=C2C(=C1)C=CC=CC=C2,102219414
c12c3c(cc1C=CC=CC=C2)ccccc3,102219416
C1(CCCCC1)C(=C)CC/C=C\C1CCCCC1,102219485
C(C=C=c1c2c(c(=C=CC(C)(C)C)c3c1cccc3)cccc2)(C)(C)C,102219492
c12c(c(=C=Cc3ccccc3)c3c(c1=C=Cc1ccccc1)cccc3)cccc2,102219493
c12c(c(c3c(c1C#CC(C)(C)C)cccc3)C#CC(C)(C)C)cccc2,102219495
C(/C=C\c1c2c(c(c3c1cccc3)C#CC(C)(C)C)cccc2)(C)(C)C,102219496
c12c(c3c(c(c1cccc2)C#Cc1ccccc1)cccc3)/C=C\c1ccccc1,102219497
C(/C=C/c1c2c(c(c3c1cccc3)C#CC(C)(C)C)cccc2)(C)(C)C,102219498
c1(c2c(ccc1)cccc2)c1c(cc(cc1C#C)C)C#C,102219650
C(c1cc(c(c(c1)C#C)c1c2c(ccc1)cccc2)C#C)(C)(C)C,102219651
c1(c2c(cc(Cc3ccccc3)cc2C#C)C#C)c2c(ccc1)cccc2,102219652
c12c(c3c4c5c1cccc5ccc4ccc3)c(c1c(c2c2ccccc2)cc(cc1)C)c1ccccc1,102219692
c1(c2c(c(c3c1cccc3)c1c3c(ccc1)cccc3)ccc(c2)C=C)c1c2c(ccc1)cccc2,102219871
C(c1ccc(CCCC)cc1)(C)(C)C=C,102221238
C(CCC)c1ccc(CC=C(C)C)cc1,102221240
C1c2ccc(c3ccc(c4ccc(c5ccc(c6ccc(c7ccc(c8ccc1cc8)cc7)cc6)cc5)cc4)cc3)cc2,102221570
C1CCCc2ccc(cc2)c2ccc(c3ccc(c4ccc(c5ccc(c6ccc(c7ccc(CC1)cc7)cc6)cc5)cc4)cc3)cc2,102221571
C1(CCCCC1)CC/C=C/CCCCCCCCCCC,102221626
C1(CCCCC1)[C@H](CC=C)C,102221633
C1(CCCCC1)[C@@H](C/C=C/C)C,102221634
c1(c2c(c3c4c(ccc3)cccc4)ccc3c2cccc3)c(c2c3c(ccc2)cccc3)ccc2c1cccc2,102222388
c1(c2c(c3c(C(C)C)cccc3)ccc3c2cccc3)c(c2c(C(C)C)cccc2)ccc2c1cccc2,102222389
c1(C(=C)c2ccccc2)ccc(cc1)CC=C,102222705
C(CCC=C)c1ccc(cc1)C(=C)c1ccccc1,102222706
c12c3c(c(cc2cc(c2c1c(ccc2)C)C#Cc1ccccc1)C#Cc1ccccc1)cccc3C,102222960
[C@@H]1(Cc2c(c3c1ccc(c3)C)c(ccc2C)C)c1c(ccc(c1)C)C,102223627
[C@H]1(CCC[C@H](C1=C)C)c1ccccc1,102223709
[C@H]1(CCC[C@H](/C/1=C/C)c1ccccc1)CCCC,102223711
[C@H]1(CCC[C@H](/C/1=C\C)c1ccccc1)c1ccc(cc1)C,102223713
C(=C(\c1ccc(cc1)c1ccc(cc1)c1ccccc1)/c1ccccc1)(/c1ccc(cc1)c1ccc(cc1)c1ccccc1)\c1ccccc1,102224095
C(=C(\c1c(c2cc3c(cc2)cccc3)cccc1)/c1ccccc1)(/c1c(c2cc3c(cc2)cccc3)cccc1)\c1ccccc1,102224096
C(=C(\c1ccc(cc1)c1ccc(cc1)C)/c1ccccc1)(/c1ccc(cc1)c1ccc(cc1)C)\c1ccccc1,102224097
C(=C(\c1ccc(cc1)c1cc(ccc1)C)/c1ccccc1)(/c1ccc(cc1)c1cc(ccc1)C)\c1ccccc1,102224101
[C@H]1([C@H](Cc2c1cccc2)c1ccccc1)C(C)C,102224220
[C@H]1([C@H](Cc2c1cccc2)c1ccccc1)C(C)(C)C,102224221
[C@@H]1([C@@H](c2c([C@H]1c1ccccc1)cccc2)CC=C)c1ccccc1,102224228
C1(CC=Cc2c1ccc(c2)C)(C)C,102224598
C1(CCC=C(/C/1=C\C=C(\C)/C=C/C=C/C)C)(C)C,102224660
C1(CCC[C@@H](/C/1=C/C=C(\C)/C=C/C=C(/C=C/C=C\C1=C(CCCC1(C)C)C)\C)C)(C)C,102224665
c1(c(C(C)C)cc(cc1C(C)C)C(C)C)c1c(cccc1C)C,102224695
[C@@H]1(c2ccc(cc2)C=C)C=CC=C1,102225015
C(Cc1ccc(C(=C)C(=C)c2ccc(CC(C)C)cc2)cc1)(C)C,102225031
c1(C(=C)C(=C)c2c(cccc2)C)c(cccc1)C,102225033
c1(C(=C)C(=C)c2cc(c(cc2)C)C)cc(c(cc1)C)C,102225036
[C@@H]1([C@@H](Cc2c(C1)cc1c(c2)cccc1)CCCCCCCC)CCCCCCCC,102225138
[C@H]12[C@@H]3[C@H](CC[C@@H]1CC[C@H](C2)Cc1cc(ccc1)CCC)c1c(CC3)cc2c(c1)cc(c(c2)CC)C,102225140
[C@@]12([C@@H]([C@H](CC1)C(C)C)CC=C([C@@H]1C(=C2)[C@H](CC1)C)C)C,102225319
c1(cc(ccc1)C)C(=C)C#Cc1cc(ccc1)C,102225395
C1([C@@H](C1)C#C)(c1ccccc1)c1ccccc1,102226188
c1(c2c(c3c(c2)ccccc3)c2ccc(C(C)(C)C)cc2)c(c2c(c1)ccccc2)c1ccc(C(C)(C)C)cc1,102226361
c1(c(c2c(c1c1ccc(C(C)(C)C)cc1)ccccc2)c1ccc(C(C)(C)C)cc1)c1cc2c(c1)ccccc2,102226362
[C@@H]12c3c([C@@H](c4c1ccc(c4)C#C)c1c2cccc1)ccc(c3)C#C,102226380
C(C/C=C\CC(=C)C)c1ccccc1,102227027
C(C/C=C\CC=C)c1ccccc1,102227028
c1(CC=C(C)C)ccc(c2ccccc2)cc1,102227031
[C@@H]12[C@@H](C1)C2,102227213
[C@@H]12[C@@H](C1)C2,102227215
C(CCCCC)CCC/C=C(\C)/C=C/c1ccccc1,102227377
C(CCCCC)CCC/C=C(/C)\C=C\c1ccccc1,102227378
C1(CCCCC1)/C=C(/C)\C=C\c1ccccc1,102227381
C1(CCCCC1)/C=C(\C)/C=C/c1ccccc1,102227382
[C@@H]12[C@@H]([C@@H]3C[C@H]1C=C3)[C@@H]1c3c([C@H]2c2c1cccc2)cccc3,102227597
C(CCCCc1c2c(cc3c1cccc3)cccc2)CCCc1c2c(cc3c1cccc3)cccc2,102227623
[C@H](CCCC)(C/C=C/C(C)C)C,102227652
c12c(cc3c(c1)cccc3C=C)cccc2C=C,102227747
c12c(cc3c(c1)c(ccc3)C=C)cccc2C=C,102227748
c12c(cc3c(c1)ccc(c3)C=C)ccc(c2)C=C,102227749
c12c(ccc(c1)C#C/C=C/C#Cc1cc3c(cc1)cccc3)cccc2,102228240
[C@@]123C[C@H](C(C(=C2CCC3)C)(C)C)CC1,102228642
[C@@]123[C@H](C([C@@H](CC1)CC2=CCC3)(C)C)C,102228643
C12=c3c(=CC1=C(C(=C2c1ccccc1)c1ccccc1)c1ccccc1)c1c(cc3)cccc1,102229325
C12=C(C(=C(C1=Cc1c2cc2c(c1)cccc2)c1ccccc1)c1ccccc1)c1ccccc1,102229327
[C@H]1([C@H](CCC1)C(=C)C)c1ccccc1,102229407
C12=C(c3c(C2)cccc3)C=C2C(=Cc3c2cccc3)C1,102229559
C12=C(C=C3C(=c4c(=C3)cccc4)C1)C=C1C2=CCC=C1,102229560
c12c3c(C(=C4C#CC(=C(c5ccccc5)c5ccccc5)C#CC(=C(c5ccccc5)c5ccccc5)C#C4)c1cccc2)cccc3,102229842
C1(CCCCC1)/C=C/[C@@H](c1ccccc1)C,102229929
[C@H](c1ccc(cc1)C)(C)/C=C/c1ccccc1,102229931
[C@H](c1ccc(cc1)c1ccccc1)(C)/C=C/c1ccccc1,102229932
[C@H](c1c2c(ccc1)cccc2)(C)/C=C/c1ccccc1,102229934
c1([C@@H](C)/C=C/c2ccccc2)c2c(c3c(c1)cccc3)cccc2,102229935
[C@@H]12[C@](CCC=C(C)C)(c3c(C=C2CCC1)cccc3)C,102230209
[C@@]123[C@@]4([C@@H](C4(C)C)CC3)c3c([C@@H]1C2(C)C)cccc3,102230210
C(=C\c1cc(ccc1)C)(\c1cc(ccc1)C)/c1ccccc1,102230398
C(=Cc1cc(ccc1)C)(c1cc(ccc1)C)c1cc(ccc1)C,102230399
C(CCC)/C(=C\c1ccccc1)/c1cc(ccc1)C,102230402
C(CCC)/C(=C\c1c2c(ccc1)cccc2)/c1ccccc1,102230403
C(Cc1ccc(cc1)C#Cc1c(CC)cc(cc1)C#Cc1ccc(CCCC)cc1)CC,102230510
c1(c(c2ccccc2)cccc1)c1c(cccc1)C#C,102231466
C(c1c(c2c(cccc2)C#C)cccc1)(C)C,102231467
C(c1c(c2c(cccc2)C#C)cccc1)(C)(C)C,102231468
c1(c2c(c3ccccc3)cccc2)c2c(ccc1C#C)cccc2,102231474
c1(c(C(C)C)cc(cc1C(C)C)C(C)C)CC=C(C)C,102231917
C(C/C=C(/CCC=C(C)C)\C)/C(=C/CC/C(=C/CCC(=C)C=C)/C)/C,102232250
C(=C\C#Cc1ccc(cc1)C#C)(/C(=C/C#Cc1ccc(cc1)C#C)/c1ccc(cc1)C#C)\c1ccc(cc1)C#C,102232422
[C@H]1(C2CC2)[C@H]2[C@@H](C1)CCC=C2,102232466
[C@@H]12CC[C@@H](C/C=C\CC1)C=C2,102232467
[C@@H]1(C2CC2)[C@H]2[C@@H](C1)CCC=C2,102232468
[C@H]1(C2CC2)[C@@H]2CC[C@H](C1)C=C2,102232469
c12c(c(c3c(c1c1ccc(cc1)C)cccc3)c1ccc(cc1)C)ccc(c2)c1ccccc1,102232960
c1(c2c(c(c3c1cccc3)c1ccc(CCCCCC)cc1)ccc(c2)c1ccccc1)c1ccc(CCCCCC)cc1,102232961
c12c(c(c3c(c1c1ccccc1)cccc3)c1ccccc1)ccc(CCCCC)c2,102232962
c12c(c(c3c(c1c1ccc(cc1)C)cccc3)c1ccc(cc1)C)ccc(CCCCC)c2,102232964
C(CC(C)(C)C)(c1cc2c3c(cc4c5cc(C(CC(C)(C)C)(C)C)ccc5c5c(c4c3)cccc5)c3c(c2cc1)cccc3)(C)C,102232989
C1(=CC(=CC1)CC)CCC=C,102232995
C1(=CC(=CC1)CCC)CCC=C,102232996
C1(=CCC(=C1)CCC=C)CCCC,102232997
c1(c2c3c4c5c(cc3)cccc5ccc4cc2)c(c(c(c2c3c4c5c(cc3)cccc5ccc4cc2)c(c1C)C)C)C,102233307
c12c3c4c5c1c1c6c7c2c(c2c3c(c3c4c(cc5cc1cc6)cc3)cc2)cc7,102233360
C1Cc2ccc(CCc3cc1ccc3)cc2,102233363
c12c3c4CCCc1cccc2CCCc3ccc4,102233367
C1Cc2c(c3c(C1)cccc3C)c(ccc2)C,102233371
C(CCCCCCC)CCCc1c(cc(cc1C)C)C,102233894
C1(CCCC1)C/C=C/Cc1ccccc1,102234585
C(CCc1cc2c(c3c(c4c(cc3)cc(cc4)c3ccccc3)cc2)cc1)CCCCC,102234610
C(CCCc1cc2c(c3c(c4c(cc3)cc(cc4)c3ccccc3)cc2)cc1)CCCCCC,102234611
C(CC=C)(C)(C)C#CC=C=C(C)C,102235022
C(CC=C)(C)(C)C#CC#CC(CC=C)(C)C,102235023
C(CC=C)(C)(C)C#CC(=C=C(C)C)CC=C,102235025
C(=C=C(C)C)(C=C=C(C)C)C,102235029
[C@H]12[C@H](CC1(C)C)C1=CCC[C@@](CC2)(C1)C,102235120
[C@H]12[C@H](C[C@H](C1)C(=C2)C)C,102236501
[C@H]12[C@H](C[C@H](C1)C(=C)C2)C,102236502
C1(CCCCCC1)c1c(ccc(c1)C)C,102236642
C1(CCCCCCCCCCC1)c1c(ccc(c1)C)C,102236643
[C@@H]1(CCCc2c1cc(C(C)C)cc2)C,102236644
C12=C(CC=C2)C=CC=CCC1,102237071
C12=CCC=C2C=CC=CCC1,102237072
C1/C=C\CC=C=CCC=C=C1,102237073
C(CC=C(C)C)CC,102237453
c1(Cc2c(c(c(cc2C)C)C)C)c(c(c(c(c1C)C)C)C)C,102238051
[C@@]123[C@@]4(C[C@@H]1C)C[C@@H](C2)C[C@@H](C3)C4,102238892
C12(CC(=C1C)C1c3c(c4c1cccc4)cccc3)c1c(c3c2cccc3)cccc1,102239344
C1(=C(c2c(C1)cccc2)c1ccccc1)C1=C(c2c(C1)cccc2)c1ccccc1,102239383
[C@H]12[C@H]([C@H]3[C@](CC2)(C[C@H](C3)c2ccc(cc2)c2ccccc2)C)CC[C@@H]2[C@@]1(CC[C@H](C2)c1ccc(cc1)c1ccccc1)C,102239529
[C@H]12[C@H]([C@H]3[C@](CC2)(C[C@H](C3)c2ccc(cc2)c2ccccc2)C)CC[C@@H]2[C@@]1(CC[C@H](C2)c1cc2c(cc1)cccc2)C,102239530
C(c1cc2c(c(c1)C)cccc2C)(C)C,102239796
[C@@H]12C([C@@H]1CC[C@@H]([C@@H]1[C@H]2[C@H](CC1)C)C)(C)C,102239850
C(CCCC)CC/C=C(/CCC)\c1ccccc1,102239907
c12c3CCCCc3ccc2CC2=C(C1)CC=CC2,102239964
[C@@H]12[C@@]([C@H](CC2)[C@@H](CCCC(C)C)C)(CC[C@H]2[C@H]1CC[C@H]1[C@@]2(CC[C@H](C1)CCCC)C)C,102239988
c1(c(c(CC)ccc1CC)c1ccccc1)CC,102240192
c1(c(cc(cc1c1ccccc1)CC)CC)CC,102240193
c1(c(cc(c(c1)CC)c1ccccc1)CC)CC,102240194
c1(c(cc(cc1CC)c1ccccc1)CC)CC,102240195
c1(c(CC)cc(cc1)CC)c1c(CC)cccc1,102240196
c1(c(CC)ccc(c1)CC)c1c(CC)cccc1,102240197
c1(c(CC)ccc(c2c(CC)cccc2)c1)CC,102240198
c1(c2c(CC)cccc2)cc(cc(c1)CC)CC,102240199
c1(c(c2cc(CC)ccc2)cccc1CC)CC,102240200
c1(c(c2cc(CC)ccc2)ccc(c1)CC)CC,102240201
c1(c(CC)ccc(c1)CC)c1cc(CC)ccc1,102240202
c1(c(CC)cccc1CC)c1cc(CC)ccc1,102240203
c1(c(CC)ccc(c1)c1cc(CC)ccc1)CC,102240204
c1(c2cc(CC)ccc2)cc(cc(c1)CC)CC,102240205
c1(c(c2ccc(cc2)CC)ccc(c1)CC)CC,102240206
c1(c(CC)cccc1CC)c1ccc(cc1)CC,102240207
[C@H](Cc1cc(ccc1)C)(c1ccccc1)C,102240208
C(c1ccc(cc1)/C=C/c1ccc(/C=C/c2ccc(C(C)(C)C)cc2)cc1)(c1ccccc1)(c1ccccc1)c1ccccc1,102240801
C(c1ccc(cc1)/C=C/c1ccc(cc1)/C=C/c1ccccc1)(C)(C)C,102240806
[C@@H]12[C@@H]([C@H](c3c(C1(C)C)cccc3)c1ccccc1)CCC2,102241064
c1(c2c(ccc1)cccc2)C(=C)c1ccc(C(=C)c2c3c(ccc2)cccc3)cc1,102241106
C1(=CCCCC1)C1=CCC(=CC1)CCC=C(C)C,102241469
[C@@H]1(c2c(C=C1)cccc2)/C=C/[C@H]1c2c(C=C1)cccc2,102241955
[C@@]12([C@H](C(CCC2)(C)C)CCC2=C1CC[C@@]2([C@@H](CC/C=C(/CCC=C(C)C)\C)C)C)C,102242176
[C@]12([C@@H]3C(=CC[C@H]1C(CCC2)(C)C)[C@](CC3)([C@@H](CC/C=C(/CCC=C(C)C)\C)C)C)C,102242177
[C@@]12([C@]3(C(=CC[C@@H]1[C@@]1([C@@H](CC2)C(CCC1)(C)C)C)[C@@H]1[C@](CC3)([C@H](CC1)C(C)C)C)C)C,102242179
[C@@H]1([C@@H](C[C@@H](CC1)C)C1=Cc2c(C1)c(ccc2C)C)C(C)C,102242349
